Sampling Date;Day;Month;Year;Season;Operator;Block;CO2_trtmt;Ring;Collar;Month_Ring;Month_Collar;SampleTrackerNo;Av_SoilTemp;Av_SoilMoisture;Av_AirTemp;TFUcorr_Final_CH4_flux;TFUcorr_Final_CO2_flux;TFUcorr_Final_N2O_flux;Final_CH4_MDF;Final_CO2_MDF;Final_N2O_MDF;logFinal_CH4_flux;logFinal_CO2_flux;logFinal_N2O_flux
5-Feb-14;5;Feb;2014;Summer;Jasmine;1;Elevated;1;1;Feb R1;Feb 1.0;5321;21.9;0.1;24.4;-11.532;183.15;-1.117;10.344;14.117;4.24;-1.062;2.263;-0.048
5-Feb-14;5;Feb;2014;Summer;Jasmine;1;Elevated;1;1.1;Feb R1;Feb 1.1;5322;22;0.5;24.3;-14.224;86.2;0.845;9.952;3.935;4.08;-1.153;1.936;-0.073
5-Feb-14;5;Feb;2014;Summer;Jasmine;1;Elevated;1;1.2;Feb R1;Feb 1.2;5323;21.9;0.4;24.2;2.08;243.958;4.859;9.668;13.194;3.963;0.318;2.387;0.687
5-Feb-14;5;Feb;2014;Summer;Jasmine;1;Elevated;1;1.4;Feb R1;Feb 1.4;5324;21.6;0.2;24.1;-4.361;109.464;0.576;10.259;4.057;4.205;-0.64;2.039;-0.239
5-Feb-14;5;Feb;2014;Summer;Jasmine;1;Elevated;1;1.5;Feb R1;Feb 1.5;5325;21.9;0.6;24.3;*;155.907;*;10.333;4.086;4.235;#VALUE!;2.193;#VALUE!
5-Feb-14;5;Feb;2014;Summer;Jasmine;1;Elevated;1;1.6;Feb R1;Feb 1.6;5326;22.1;0.9;24.1;-32.66;117.142;0.888;10.878;4.301;4.459;-1.514;2.069;-0.051
5-Feb-14;5;Feb;2014;Summer;Jasmine;1;Elevated;1;1.7;Feb R1;Feb 1.7;5327;21.8;1.2;24.5;-6.541;113.494;7.103;10.134;4.007;4.154;-0.816;2.055;0.851
5-Feb-14;5;Feb;2014;Summer;Chris;1;Ambient;2;2;Feb R2;Feb 2.0;5328;22.3;0.8;25.4;-26.004;110.504;5.752;10.357;4.095;4.245;-1.415;2.043;0.76
5-Feb-14;5;Feb;2014;Summer;Chris;1;Ambient;2;2.1;Feb R2;Feb 2.1;5329;21.5;0.6;25.3;-24.584;191.126;2.628;10.249;13.988;4.201;-1.391;2.281;0.42
5-Feb-14;5;Feb;2014;Summer;Chris;1;Ambient;2;2.2;Feb R2;Feb 2.2;5330;22.5;0.9;26.2;-27.263;92.795;1.531;9.415;3.723;3.859;-1.436;1.968;0.185
5-Feb-14;5;Feb;2014;Summer;Chris;1;Ambient;2;2.3;Feb R2;Feb 2.3;5331;21.7;1.2;25.4;-61.453;87.469;5.68;35.967;4.12;4.272;-1.789;1.942;0.754
5-Feb-14;5;Feb;2014;Summer;Chris;1;Ambient;2;2.5;Feb R2;Feb 2.5;5332;21.6;0.8;25;-22.157;86.91;4.572;10.48;4.144;4.296;-1.346;1.939;0.66
5-Feb-14;5;Feb;2014;Summer;Chris;1;Ambient;2;2.6;Feb R2;Feb 2.6;5333;21.9;1.4;25.8;-4.912;96.332;8.812;10.439;4.128;4.279;-0.691;1.984;0.945
5-Feb-14;5;Feb;2014;Summer;Chris;1;Ambient;2;2.7;Feb R2;Feb 2.7;5334;22;1.9;26.8;-23.178;134.654;11.476;10.278;4.064;4.213;-1.365;2.129;1.06
5-Feb-14;5;Feb;2014;Summer;Loic;2;Ambient;3;3;Feb R3;Feb 3.0;5335;21;1.7;22;-102.522;146.612;10.57;34.776;3.984;4.13;-2.011;2.166;1.024
5-Feb-14;5;Feb;2014;Summer;Loic;2;Ambient;3;3.1;Feb R3;Feb 3.1;5336;21.6;0.8;21.4;-43.45;151.898;3.322;9.922;13.54;4.067;-1.638;2.182;0.521
5-Feb-14;5;Feb;2014;Summer;Loic;2;Ambient;3;3.2;Feb R3;Feb 3.2;5337;21.1;2;21.4;-51.032;158.664;-1.193;10.434;4.125;4.277;-1.708;2.2;-0.077
5-Feb-14;5;Feb;2014;Summer;Loic;2;Ambient;3;3.4;Feb R3;Feb 3.4;5338;21.6;0.7;21.7;-41.86;218.845;-0.631;10.293;14.047;4.219;-1.622;2.34;0.2
5-Feb-14;5;Feb;2014;Summer;Loic;2;Ambient;3;3.5;Feb R3;Feb 3.5;5339;21.4;0.9;21.1;-38.116;153.275;0.098;10.235;4.047;4.195;-1.581;2.185;-1.007
5-Feb-14;5;Feb;2014;Summer;Loic;2;Ambient;3;3.6;Feb R3;Feb 3.6;5340;21.4;1.7;21.8;-45.517;219.477;5.219;10.146;13.846;4.159;-1.658;2.341;0.718
5-Feb-14;5;Feb;2014;Summer;Loic;2;Ambient;3;3.7;Feb R3;Feb 3.7;5341;21.5;1.3;21.7;-47.011;140.326;1.425;9.941;3.931;4.075;-1.672;2.147;0.154
5-Feb-14;5;Feb;2014;Summer;Chris;2;Elevated;4;4;Feb R4;Feb 4.0;5342;21.3;1.4;22;-26.341;199.742;1.779;10.539;14.382;4.32;-1.421;2.3;0.25
5-Feb-14;5;Feb;2014;Summer;Chris;2;Elevated;4;4.1;Feb R4;Feb 4.1;5343;21.2;1.8;22.8;1.532;225.863;3.045;10.799;14.737;4.426;0.185;2.354;0.484
5-Feb-14;5;Feb;2014;Summer;Chris;2;Elevated;4;4.3;Feb R4;Feb 4.3;5344;21.2;1.5;21.8;-15.232;124.797;1.855;9.764;3.861;4.002;-1.183;2.096;0.268
5-Feb-14;5;Feb;2014;Summer;Chris;2;Elevated;4;4.4;Feb R4;Feb 4.4;5345;21.4;1.8;22.6;-1.66;140.875;1.662;10.374;4.102;4.252;-0.22;2.149;0.221
5-Feb-14;5;Feb;2014;Summer;Chris;2;Elevated;4;4.5;Feb R4;Feb 4.5;5346;21.4;2.2;21.9;-37.552;155.563;1.544;10.337;4.087;4.237;-1.575;2.192;0.189
5-Feb-14;5;Feb;2014;Summer;Chris;2;Elevated;4;4.6;Feb R4;Feb 4.6;5347;21.3;1.6;21.9;-33.114;208.753;-0.678;10.831;14.782;4.44;-1.52;2.32;0.169
5-Feb-14;5;Feb;2014;Summer;Chris;2;Elevated;4;4.7;Feb R4;Feb 4.7;5348;21;1.2;21.6;-12.57;186.959;1.809;9.738;13.29;3.992;-1.099;2.272;0.258
5-Feb-14;5;Feb;2014;Summer;Chris;3;Elevated;5;5;Feb R5;Feb 5.0;5349;21;2.5;23;-28.164;95.23;3.702;9.708;13.248;3.979;-1.45;1.979;0.568
5-Feb-14;5;Feb;2014;Summer;Chris;3;Elevated;5;5.1;Feb R5;Feb 5.1;5350;21.1;3.3;23.1;-49.546;129.214;1.88;9.927;3.925;4.069;-1.695;2.111;0.274
5-Feb-14;5;Feb;2014;Summer;Chris;3;Elevated;5;5.2;Feb R5;Feb 5.2;5351;20.7;3.6;22;-46.408;277.517;1.974;10.189;13.905;4.176;-1.667;2.443;0.295
5-Feb-14;5;Feb;2014;Summer;Chris;3;Elevated;5;5.3;Feb R5;Feb 5.3;5352;21;2.8;22.8;-39.367;191.22;4.014;10.289;14.042;4.218;-1.595;2.282;0.604
5-Feb-14;5;Feb;2014;Summer;Chris;3;Elevated;5;5.4;Feb R5;Feb 5.4;5353;21.6;2.6;23.7;-24.33;129.477;11.869;10.322;4.081;4.231;-1.386;2.112;1.074
5-Feb-14;5;Feb;2014;Summer;Chris;3;Elevated;5;5.5;Feb R5;Feb 5.5;5354;21.5;2.3;22.8;-34.896;200.015;3.211;9.812;13.39;4.022;-1.543;2.301;0.507
5-Feb-14;5;Feb;2014;Summer;Chris;3;Elevated;5;5.6;Feb R5;Feb 5.6;5355;20.8;3;22.9;-42.525;166.616;-0.517;10.285;14.037;4.216;-1.629;2.222;0.287
5-Feb-14;5;Feb;2014;Summer;Loic;3;Ambient;6;6.1;Feb R6;Feb 6.1;5356;21.5;1.2;22.6;-48.431;154.547;-0.893;10.39;4.108;4.259;-1.685;2.189;0.049
5-Feb-14;5;Feb;2014;Summer;Jasmine;3;Ambient;6;6.2;Feb R6;Feb 6.2;5357;21.6;1.7;22.5;-77.393;215.475;*;35.432;4.059;4.208;-1.889;2.333;#VALUE!
5-Feb-14;5;Feb;2014;Summer;Loic;3;Ambient;6;6.3;Feb R6;Feb 6.3;5358;21.5;2.1;21.7;-32.678;109.157;3.039;9.973;3.943;4.088;-1.514;2.038;0.483
5-Feb-14;5;Feb;2014;Summer;Loic;3;Ambient;6;6.4;Feb R6;Feb 6.4;5359;21;2;22.1;-37.364;150.653;-0.44;10.487;4.147;4.299;-1.572;2.178;0.356
5-Feb-14;5;Feb;2014;Summer;Loic;3;Ambient;6;6.5;Feb R6;Feb 6.5;5360;21.6;1.9;22.1;-94.968;130.497;0.5;36.856;4.222;4.377;-1.978;2.116;-0.301
5-Feb-14;5;Feb;2014;Summer;Jasmine;3;Ambient;6;6.6;Feb R6;Feb 6.6;5361;21.5;1.7;22.2;-24.902;189.027;10.459;10.134;4.007;4.154;-1.396;2.277;1.02
5-Feb-14;5;Feb;2014;Summer;Loic;3;Ambient;6;6.7;Feb R6;Feb 6.7;5362;21.4;1.5;22;-39.342;113.888;-0.167;10.091;3.99;4.136;-1.595;2.056;0.778
14-mars-10;10;Mar;2014;Summer;Jasmine;1;Elevated;1;1;Mar R1;Mar 1.0;6014;22.7;3.5;28.6;10.133;161.681;3.985;10.199;4.033;4.181;1.006;2.209;0.6
14-mars-10;10;Mar;2014;Summer;Jasmine;1;Elevated;1;1.1;Mar R1;Mar 1.1;6015;22.5;5;29.7;10.334;159.533;5.609;9.773;3.864;4.006;1.014;2.203;0.749
14-mars-10;10;Mar;2014;Summer;Jasmine;1;Elevated;1;1.2;Mar R1;Mar 1.2;6016;21.9;4.7;26.9;-15.299;220.541;10.993;9.583;3.789;3.928;-1.185;2.343;1.041
14-mars-10;10;Mar;2014;Summer;Jasmine;1;Elevated;1;1.4;Mar R1;Mar 1.4;6017;22;4.9;28.3;0.085;192.301;7.184;10.117;4;4.147;-1.069;2.284;0.856
14-mars-10;10;Mar;2014;Summer;Jasmine;1;Elevated;1;1.5;Mar R1;Mar 1.5;6018;22.4;5;29;-24.998;203.566;9.113;10.171;4.022;4.169;-1.398;2.309;0.96
14-mars-10;10;Mar;2014;Summer;Jasmine;1;Elevated;1;1.6;Mar R1;Mar 1.6;6019;22;6.6;26.6;-43.355;186.159;3.051;10.785;4.265;4.421;-1.637;2.27;0.484
14-mars-10;10;Mar;2014;Summer;Jasmine;1;Elevated;1;1.7;Mar R1;Mar 1.7;6020;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
14-mars-10;10;Mar;2014;Summer;Chris;1;Ambient;2;2;Mar R2;Mar 2.0;6021;21.4;2.6;25.9;-34.775;156.731;2.797;10.339;4.088;4.238;-1.541;2.195;0.447
14-mars-10;10;Mar;2014;Summer;Chris;1;Ambient;2;2.1;Mar R2;Mar 2.1;6022;21.4;2.7;25.5;-1.032;226.881;7.138;10.243;4.05;4.199;-0.014;2.356;0.854
14-mars-10;10;Mar;2014;Summer;Chris;1;Ambient;2;2.2;Mar R2;Mar 2.2;6023;21.7;3.3;25.8;-17.258;134.389;-4.7;9.429;3.728;3.865;-1.237;2.128;-0.672
14-mars-10;10;Mar;2014;Summer;Chris;1;Ambient;2;2.3;Mar R2;Mar 2.3;6024;21.8;2.3;27.2;-30.483;192.164;5.944;10.357;4.095;4.245;-1.484;2.284;0.774
14-mars-10;10;Mar;2014;Summer;Chris;1;Ambient;2;2.5;Mar R2;Mar 2.5;6025;21.2;1.6;25.9;-9.428;126.341;-0.305;10.45;4.132;4.283;-0.974;2.102;0.516
14-mars-10;10;Mar;2014;Summer;Chris;1;Ambient;2;2.6;Mar R2;Mar 2.6;6026;21.5;2.5;24.8;-23.395;170.717;-1.9;10.472;4.141;4.292;-1.369;2.232;-0.279
14-mars-10;10;Mar;2014;Summer;Chris;1;Ambient;2;2.7;Mar R2;Mar 2.7;6027;21.8;2.3;26.7;-21.15;226.823;6.998;10.278;4.064;4.213;-1.325;2.356;0.845
14-mars-10;10;Mar;2014;Summer;Chris;2;Ambient;3;3;Mar R3;Mar 3.0;6028;21.4;4.3;27.5;-26.18;177.672;4.034;9.892;3.911;4.055;-1.418;2.25;0.606
14-mars-10;10;Mar;2014;Summer;Chris;2;Ambient;3;3.1;Mar R3;Mar 3.1;6029;22.2;2.3;28.5;-35.625;165.717;-1.011;9.687;3.83;3.971;-1.552;2.219;-0.005
14-mars-10;10;Mar;2014;Summer;Chris;2;Ambient;3;3.2;Mar R3;Mar 3.2;6030;22.1;3.3;29.3;-21.888;160.835;-1.167;10.161;4.018;4.165;-1.34;2.206;-0.067
14-mars-10;10;Mar;2014;Summer;Chris;2;Ambient;3;3.4;Mar R3;Mar 3.4;6031;22.2;2.4;30;-46.162;195.355;-2.608;10.012;3.959;4.104;-1.664;2.291;-0.416
14-mars-10;10;Mar;2014;Summer;Chris;2;Ambient;3;3.5;Mar R3;Mar 3.5;6032;21.8;5.4;28.1;-44.89;166.139;-2.607;9.998;3.953;4.098;-1.652;2.22;-0.416
14-mars-10;10;Mar;2014;Summer;Chris;2;Ambient;3;3.6;Mar R3;Mar 3.6;6033;22.2;3.3;31.2;-41.053;188.317;3.705;9.833;3.888;4.03;-1.613;2.275;0.569
14-mars-10;10;Mar;2014;Summer;Chris;2;Ambient;3;3.7;Mar R3;Mar 3.7;6034;22.4;2.6;29.7;-45.244;141.982;1.186;9.681;3.828;3.968;-1.656;2.152;0.074
14-mars-10;10;Mar;2014;Summer;Loic;2;Elevated;4;4;Mar R4;Mar 4.0;6035;21.7;5;26.8;-57.948;231.168;4.321;10.371;4.101;4.251;-1.763;2.364;0.636
14-mars-10;10;Mar;2014;Summer;Loic;2;Elevated;4;4.1;Mar R4;Mar 4.1;6036;21.5;6.4;25.6;-1.797;258.055;0.312;10.695;4.229;4.384;-0.254;2.412;-0.507
14-mars-10;10;Mar;2014;Summer;Loic;2;Elevated;4;4.3;Mar R4;Mar 4.3;6037;21.6;4.6;25.9;7.887;188.781;6.51;9.63;3.808;3.947;0.897;2.276;0.814
14-mars-10;10;Mar;2014;Summer;Loic;2;Elevated;4;4.4;Mar R4;Mar 4.4;6038;21.8;6;26.4;34.336;182.938;2.841;10.244;4.051;4.199;1.536;2.262;0.453
14-mars-10;10;Mar;2014;Summer;Loic;2;Elevated;4;4.5;Mar R4;Mar 4.5;6039;21.7;5.7;25.9;-24.974;207.779;0.795;10.197;4.032;4.18;-1.397;2.318;-0.1
14-mars-10;10;Mar;2014;Summer;Loic;2;Elevated;4;4.6;Mar R4;Mar 4.6;6040;21.6;5.5;25.5;-43.595;248.244;6.726;10.701;4.231;4.386;-1.639;2.395;0.828
14-mars-10;10;Mar;2014;Summer;Loic;2;Elevated;4;4.7;Mar R4;Mar 4.7;6041;21.4;5.3;26;-15.542;146.182;-6.352;9.594;3.793;3.933;-1.191;2.165;-0.803
14-mars-10;10;Mar;2014;Summer;Jasmine;3;Elevated;5;5;Mar R5;Mar 5.0;6042;21.1;7;25.2;-52.362;151.486;-3.367;9.635;3.81;3.949;-1.719;2.18;-0.527
14-mars-10;10;Mar;2014;Summer;Jasmine;3;Elevated;5;5.1;Mar R5;Mar 5.1;6043;21.1;6.2;25.8;-49.973;173.175;3.468;9.839;3.89;4.033;-1.699;2.238;0.54
14-mars-10;10;Mar;2014;Summer;Jasmine;3;Elevated;5;5.2;Mar R5;Mar 5.2;6044;21.2;6.6;25;-41.987;207.083;5.235;10.087;3.988;4.135;-1.623;2.316;0.719
14-mars-10;10;Mar;2014;Summer;Jasmine;3;Elevated;5;5.3;Mar R5;Mar 5.3;6045;21.1;6.4;24.8;-35.058;165.399;4.028;10.22;4.041;4.189;-1.545;2.219;0.605
14-mars-10;10;Mar;2014;Summer;Jasmine;3;Elevated;5;5.4;Mar R5;Mar 5.4;6046;21.3;7.6;26.2;-37.921;235.879;1.249;10.233;4.046;4.195;-1.579;2.373;0.097
14-mars-10;10;Mar;2014;Summer;Jasmine;3;Elevated;5;5.5;Mar R5;Mar 5.5;6047;21.2;6.5;25.7;-47.21;287.87;4.768;9.714;3.841;3.982;-1.674;2.459;0.678
14-mars-10;10;Mar;2014;Summer;Jasmine;3;Elevated;5;5.6;Mar R5;Mar 5.6;6048;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
14-mars-10;10;Mar;2014;Summer;Loic;3;Ambient;6;6.1;Mar R6;Mar 6.1;6049;22.4;5.3;30.4;-51.827;287.512;3.101;10.123;4.003;4.149;-1.715;2.459;0.491
14-mars-10;10;Mar;2014;Summer;Loic;3;Ambient;6;6.2;Mar R6;Mar 6.2;6050;22.2;6.6;28.5;-31.363;356.412;39.886;10.062;3.979;4.125;-1.496;2.552;1.601
14-mars-10;10;Mar;2014;Summer;Loic;3;Ambient;6;6.3;Mar R6;Mar 6.3;6051;21.9;7.1;27.6;-12.642;257.163;4.763;9.777;3.866;4.008;-1.102;2.41;0.678
14-mars-10;10;Mar;2014;Summer;Loic;3;Ambient;6;6.4;Mar R6;Mar 6.4;6052;21.7;12.1;28.5;-42.836;278.046;2.076;10.266;4.059;4.208;-1.632;2.444;0.317
14-mars-10;10;Mar;2014;Summer;Loic;3;Ambient;6;6.5;Mar R6;Mar 6.5;6053;22.1;9.1;28.5;-2.676;212.672;4.455;10.454;4.133;4.285;-0.427;2.328;0.649
14-mars-10;10;Mar;2014;Summer;Loic;3;Ambient;6;6.6;Mar R6;Mar 6.6;6054;21.6;7.3;27.6;-27.451;306.264;18.039;9.95;3.934;4.078;-1.439;2.486;1.256
14-mars-10;10;Mar;2014;Summer;Loic;3;Ambient;6;6.7;Mar R6;Mar 6.7;6055;22.3;6.2;31;-42.521;253.909;9.712;9.793;3.872;4.014;-1.629;2.405;0.987
3-Apr-14;3;Apr;2014;Autumn;Jasmine;1;Elevated;1;1;Apr R1;Apr 1.0;6170;20.7;5.9;22.7;6.966;175.375;3.23;10.403;4.113;4.264;0.843;2.244;0.509
3-Apr-14;3;Apr;2014;Autumn;Jasmine;1;Elevated;1;1.1;Apr R1;Apr 1.1;6171;20.6;7.4;23.1;6.764;174.445;0.639;9.99;3.95;4.095;0.83;2.242;-0.195
3-Apr-14;3;Apr;2014;Autumn;Jasmine;1;Elevated;1;1.2;Apr R1;Apr 1.2;6172;20.6;7.4;23.6;-8.589;196.943;4.525;9.688;3.831;3.971;-0.934;2.294;0.656
3-Apr-14;3;Apr;2014;Autumn;Jasmine;1;Elevated;1;1.4;Apr R1;Apr 1.4;6173;20.6;7.5;22.7;-9.886;182.658;6.771;10.306;4.075;4.225;-0.995;2.262;0.831
3-Apr-14;3;Apr;2014;Autumn;Jasmine;1;Elevated;1;1.5;Apr R1;Apr 1.5;6174;20.6;8.1;23.5;-17.382;178.036;7.921;10.359;4.096;4.246;-1.24;2.251;0.899
3-Apr-14;3;Apr;2014;Autumn;Jasmine;1;Elevated;1;1.6;Apr R1;Apr 1.6;6175;20.6;9.2;23.2;-21.588;172.651;9.89;10.911;4.314;4.472;-1.334;2.237;0.995
3-Apr-14;3;Apr;2014;Autumn;Jasmine;1;Elevated;1;1.7;Apr R1;Apr 1.7;6176;20.6;6.9;23.3;-5.459;225.315;8.501;10.175;4.023;4.171;-0.737;2.353;0.929
3-Apr-14;3;Apr;2014;Autumn;Loic;1;Ambient;2;2;Apr R2;Apr 2.0;6177;21.1;6.5;25.7;-16.925;195.441;12.292;10.344;4.09;4.24;-1.229;2.291;1.09
3-Apr-14;3;Apr;2014;Autumn;Loic;1;Ambient;2;2.1;Apr R2;Apr 2.1;6178;21.1;6.6;25.5;1.682;251.501;4.592;10.242;4.05;4.198;0.226;2.401;0.662
3-Apr-14;3;Apr;2014;Autumn;Loic;1;Ambient;2;2.2;Apr R2;Apr 2.2;6179;21.2;7.9;24.1;-14.035;149.029;6.881;9.481;3.749;3.886;-1.147;2.173;0.838
3-Apr-14;3;Apr;2014;Autumn;Loic;1;Ambient;2;2.3;Apr R2;Apr 2.3;6180;21.3;6.5;25;-3.736;224.681;9.717;10.432;4.125;4.276;-0.572;2.352;0.988
3-Apr-14;3;Apr;2014;Autumn;Loic;1;Ambient;2;2.5;Apr R2;Apr 2.5;6181;21;4.7;24.8;-16.595;150.188;2.015;10.489;4.147;4.299;-1.22;2.177;0.304
3-Apr-14;3;Apr;2014;Autumn;Loic;1;Ambient;2;2.6;Apr R2;Apr 2.6;6182;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
3-Apr-14;3;Apr;2014;Autumn;Loic;1;Ambient;2;2.7;Apr R2;Apr 2.7;6183;21.3;6.3;26.9;2.604;279.666;16.036;10.275;4.063;4.212;0.416;2.447;1.205
3-Apr-14;3;Apr;2014;Autumn;Chris;2;Ambient;3;3;Apr R3;Apr 3.0;6184;20.9;6;25.6;-19.208;208.34;3.75;9.954;3.936;4.08;-1.283;2.319;0.574
3-Apr-14;3;Apr;2014;Autumn;Chris;2;Ambient;3;3.1;Apr R3;Apr 3.1;6185;21.3;4;26.4;-24.986;161.577;-1.798;9.756;3.857;3.999;-1.398;2.208;-0.255
3-Apr-14;3;Apr;2014;Autumn;Chris;2;Ambient;3;3.2;Apr R3;Apr 3.2;6186;20.9;5.6;26.5;-13.835;179.742;3.987;10.255;4.055;4.204;-1.141;2.255;0.601
3-Apr-14;3;Apr;2014;Autumn;Chris;2;Ambient;3;3.4;Apr R3;Apr 3.4;6187;21.1;4.8;26.5;-18.773;222.992;3.579;10.129;4.005;4.152;-1.274;2.348;0.554
3-Apr-14;3;Apr;2014;Autumn;Chris;2;Ambient;3;3.5;Apr R3;Apr 3.5;6188;20.8;7.5;24.9;-10.026;196.259;3.346;10.105;3.995;4.142;-1.001;2.293;0.525
3-Apr-14;3;Apr;2014;Autumn;Chris;2;Ambient;3;3.6;Apr R3;Apr 3.6;6189;21;6;28.6;-33.725;213.558;-2.388;9.919;3.922;4.066;-1.528;2.33;-0.378
3-Apr-14;3;Apr;2014;Autumn;Chris;2;Ambient;3;3.7;Apr R3;Apr 3.7;6190;20.8;4.8;26.8;-32.462;169.311;-2.693;9.775;3.865;4.007;-1.511;2.229;-0.43
3-Apr-14;3;Apr;2014;Autumn;Catarina;2;Elevated;4;4;Apr R4;Apr 4.0;6191;20.5;6.7;22.1;-14.56;243.862;6.447;10.535;4.166;4.318;-1.163;2.387;0.809
3-Apr-14;3;Apr;2014;Autumn;Catarina;2;Elevated;4;4.1;Apr R4;Apr 4.1;6192;20.8;8.2;22.7;-3.248;249.946;6.987;10.801;4.271;4.427;-0.512;2.398;0.844
3-Apr-14;3;Apr;2014;Autumn;Catarina;2;Elevated;4;4.3;Apr R4;Apr 4.3;6193;20.5;6.4;22;-6.067;179.02;8.841;9.757;3.858;3.999;-0.783;2.253;0.946
3-Apr-14;3;Apr;2014;Autumn;Catarina;2;Elevated;4;4.4;Apr R4;Apr 4.4;6194;20.7;6.2;22.6;-11.106;171.917;-1.53;10.374;4.102;4.252;-1.046;2.235;-0.185
3-Apr-14;3;Apr;2014;Autumn;Catarina;2;Elevated;4;4.5;Apr R4;Apr 4.5;6195;20.5;7.3;22.9;-18.763;236.041;15.088;10.301;4.073;4.222;-1.273;2.373;1.179
3-Apr-14;3;Apr;2014;Autumn;Catarina;2;Elevated;4;4.6;Apr R4;Apr 4.6;6196;20.5;7.5;22.5;-19.364;240.929;7.789;10.808;4.273;4.43;-1.287;2.382;0.891
3-Apr-14;3;Apr;2014;Autumn;Catarina;2;Elevated;4;4.7;Apr R4;Apr 4.7;6197;20.3;7.4;22;-4.025;189.683;2.804;9.724;3.845;3.986;-0.605;2.278;0.448
3-Apr-14;3;Apr;2014;Autumn;Jasmine;3;Elevated;5;5;Apr R5;Apr 5.0;6198;20.9;12;25.6;-29.756;164.22;0.964;9.622;3.805;3.944;-1.474;2.215;-0.016
3-Apr-14;3;Apr;2014;Autumn;Jasmine;3;Elevated;5;5.1;Apr R5;Apr 5.1;6199;20.7;9.2;24.6;-39.243;203.62;-1.728;9.876;3.905;4.048;-1.594;2.309;-0.238
3-Apr-14;3;Apr;2014;Autumn;Jasmine;3;Elevated;5;5.2;Apr R5;Apr 5.2;6200;20.5;11.7;24.9;-27.855;201.437;7.284;10.09;3.99;4.136;-1.445;2.304;0.862
3-Apr-14;3;Apr;2014;Autumn;Jasmine;3;Elevated;5;5.3;Apr R5;Apr 5.3;6201;20.8;10.1;26.2;-25.698;224.544;4.106;10.171;4.022;4.169;-1.41;2.351;0.613
3-Apr-14;3;Apr;2014;Autumn;Jasmine;3;Elevated;5;5.4;Apr R5;Apr 5.4;6202;20.8;10.4;26.1;-28.912;210.087;0.156;10.239;4.048;4.197;-1.461;2.322;-0.808
3-Apr-14;3;Apr;2014;Autumn;Jasmine;3;Elevated;5;5.5;Apr R5;Apr 5.5;6203;20.7;10.5;25.3;-42.227;266.737;0.351;9.728;3.847;3.988;-1.626;2.426;-0.454
3-Apr-14;3;Apr;2014;Autumn;Jasmine;3;Elevated;5;5.6;Apr R5;Apr 5.6;6204;20.7;10.5;26.4;-36.111;179.868;6.178;10.166;4.02;4.167;-1.558;2.255;0.791
3-Apr-14;3;Apr;2014;Autumn;Loic;3;Ambient;6;6.1;Apr R6;Apr 6.1;6205;20.8;9.2;23.3;-34.223;243.234;7.233;10.367;4.099;4.249;-1.534;2.386;0.859
3-Apr-14;3;Apr;2014;Autumn;Loic;3;Ambient;6;6.2;Apr R6;Apr 6.2;6206;20.7;10.9;23.4;-22.534;300.849;23.64;10.236;4.047;4.196;-1.353;2.478;1.374
3-Apr-14;3;Apr;2014;Autumn;Loic;3;Ambient;6;6.3;Apr R6;Apr 6.3;6207;20.6;11.4;22;-42.376;232.193;-0.618;9.965;3.94;4.085;-1.627;2.366;0.209
3-Apr-14;3;Apr;2014;Autumn;Loic;3;Ambient;6;6.4;Apr R6;Apr 6.4;6208;20.3;17.4;22.2;-19.132;236.935;9.385;10.486;4.146;4.298;-1.282;2.375;0.972
3-Apr-14;3;Apr;2014;Autumn;Loic;3;Ambient;6;6.5;Apr R6;Apr 6.5;6209;20.7;13.6;22.2;-27.71;256.488;10.519;10.677;4.222;4.377;-1.443;2.409;1.022
3-Apr-14;3;Apr;2014;Autumn;Loic;3;Ambient;6;6.6;Apr R6;Apr 6.6;6210;20.5;11.8;22.9;-8.807;257.768;11.756;10.11;3.998;4.144;-0.945;2.411;1.07
3-Apr-14;3;Apr;2014;Autumn;Loic;3;Ambient;6;6.7;Apr R6;Apr 6.7;6211;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
9-May-14;9;May;2014;Autumn;Loic;1;Elevated;1;1;May R1;May 1.0;6308;16.9;0.4;21;-12.414;40.122;1.013;10.462;4.137;4.289;-1.094;1.603;0.006
9-May-14;9;May;2014;Autumn;Loic;1;Elevated;1;1.1;May R1;May 1.1;6309;16.6;0.8;20.5;-17.992;54.082;-1.984;10.08;3.986;4.132;-1.255;1.733;-0.298
9-May-14;9;May;2014;Autumn;Loic;1;Elevated;1;1.2;May R1;May 1.2;6310;16.6;1;20;-19.929;74.487;0.56;9.806;3.877;4.02;-1.299;1.872;-0.252
9-May-14;9;May;2014;Autumn;Loic;1;Elevated;1;1.4;May R1;May 1.4;6311;16.6;0.5;20;-21.558;48.139;1.83;10.403;4.113;4.264;-1.334;1.682;0.263
9-May-14;9;May;2014;Autumn;Loic;1;Elevated;1;1.5;May R1;May 1.5;6312;16.2;1.3;19.6;-31.361;55.932;-7.498;10.496;4.15;4.302;-1.496;1.748;-0.875
9-May-14;9;May;2014;Autumn;Loic;1;Elevated;1;1.6;May R1;May 1.6;6313;16.3;1.4;20.1;-25.416;70.312;5.199;11.025;4.359;4.519;-1.405;1.847;0.716
