sampling_date,sample_tracker_id,month,season,operator,co2_treatment,ring,block,collar_unique_id,ch4_flux,ch4_mdf,co2_flux,co2_mdf,n2o_flux,n2o_mdf,avg_air_temperature,avg_soil_temperature,avg_soil_moisture
2014-05-02,5347,Feb,Summer,Chris,Elevated,4,2,4.6,-33.114,10.831,208.753,14.782,-0.678,4.44,21.87575,21.266666666666666,1.5666666666666664
2014-05-02,5348,Feb,Summer,Chris,Elevated,4,2,4.7,-12.57,9.738,186.959,13.29,1.809,3.992,21.60175,21.0,1.2000000000000002
2014-05-02,5349,Feb,Summer,Chris,Elevated,5,3,5.0,-28.164,9.708,95.23,13.248,3.702,3.979,23.017,20.966666666666665,2.533333333333333
2014-05-02,5350,Feb,Summer,Chris,Elevated,5,3,5.1,-49.546,9.927,129.214,3.925,1.88,4.069,23.102500000000006,21.133333333333333,3.266666666666667
2014-05-02,5351,Feb,Summer,Chris,Elevated,5,3,5.2,-46.408,10.189,277.517,13.905,1.974,4.176,21.98675,20.733333333333334,3.633333333333333
2014-05-02,5352,Feb,Summer,Chris,Elevated,5,3,5.3,-39.367,10.289,191.22,14.042,4.014,4.218,22.76875,20.966666666666665,2.766666666666666
2014-05-02,5353,Feb,Summer,Chris,Elevated,5,3,5.4,-24.33,10.322,129.477,4.081,11.869,4.231,23.6655,21.6,2.6333333333333333
2014-05-02,5354,Feb,Summer,Chris,Elevated,5,3,5.5,-34.896,9.812,200.015,13.39,3.211,4.022,22.75125,21.466666666666672,2.3000000000000003
2014-05-02,5355,Feb,Summer,Chris,Elevated,5,3,5.6,-42.525,10.285,166.616,14.037,-0.517,4.216,22.87625,20.83333333333333,2.966666666666667
2014-05-02,5356,Feb,Summer,Loic,Ambient,6,3,6.1,-48.431,10.39,154.547,4.108,-0.893,4.259,22.6025,21.53333333333333,1.2333333333333334
2014-05-02,5357,Feb,Summer,Jasmine,Ambient,6,3,6.2,-77.393,35.432,215.475,4.059,2.0829999999999997,4.208,22.519000000000002,21.566666666666666,1.7
2014-05-02,5358,Feb,Summer,Loic,Ambient,6,3,6.3,-32.678,9.973,109.157,3.943,3.039,4.088,21.749000000000002,21.5,2.1
2014-05-02,5359,Feb,Summer,Loic,Ambient,6,3,6.4,-37.364,10.487,150.653,4.147,-0.44,4.299,22.125999999999998,21.0,2.0
2014-05-02,5360,Feb,Summer,Loic,Ambient,6,3,6.5,-94.968,36.856,130.497,4.222,0.5,4.377,22.079,21.6,1.9
2014-05-02,5361,Feb,Summer,Jasmine,Ambient,6,3,6.6,-24.902,10.134,189.027,4.007,10.459,4.154,22.17875,21.53333333333333,1.65
2014-05-02,5362,Feb,Summer,Loic,Ambient,6,3,6.7,-39.342,10.091,113.888,3.99,-0.167,4.136,22.031999999999996,21.35,1.45
2014-10-03,6014,Mar,Summer,Jasmine,Elevated,1,1,1.0,10.133,10.199,161.681,4.033,3.985,4.181,28.61025,22.66666666666667,3.466666666666667
2014-10-03,6015,Mar,Summer,Jasmine,Elevated,1,1,1.1,10.334,9.773,159.533,3.864,5.609,4.006,29.70325,22.46666666666667,5.033333333333334
2014-10-03,6016,Mar,Summer,Jasmine,Elevated,1,1,1.2,-15.299,9.583,220.541,3.789,10.993,3.928,26.85075,21.899999999999995,4.7
2014-10-03,6017,Mar,Summer,Jasmine,Elevated,1,1,1.4,0.085,10.117,192.301,4.0,7.184,4.147,28.25075,21.96666666666667,4.933333333333334
2014-10-03,6018,Mar,Summer,Jasmine,Elevated,1,1,1.5,-24.998,10.171,203.566,4.022,9.113,4.169,28.9865,22.4,4.966666666666666
2014-10-03,6019,Mar,Summer,Jasmine,Elevated,1,1,1.6,-43.355,10.785,186.159,4.265,3.051,4.421,26.625,22.03333333333333,6.566666666666666
2014-10-03,6020,Mar,Summer,Jasmine,Elevated,1,1,1.7,-10.516666666666666,10.104666666666667,187.29683333333332,3.9955,6.655833333333334,4.142,28.61,22.23888888888889,4.944444444444444
2014-10-03,6021,Mar,Summer,Chris,Ambient,2,1,2.0,-34.775,10.339,156.731,4.088,2.797,4.238,25.89475,21.366666666666664,2.6
2014-10-03,6022,Mar,Summer,Chris,Ambient,2,1,2.1,-1.032,10.243,226.881,4.05,7.138,4.199,25.478,21.366666666666664,2.7
2014-10-03,6023,Mar,Summer,Chris,Ambient,2,1,2.2,-17.258,9.429,134.389,3.728,-4.7,3.865,25.752,21.73333333333333,3.266666666666667
2014-10-03,6024,Mar,Summer,Chris,Ambient,2,1,2.3,-30.483,10.357,192.164,4.095,5.944,4.245,27.191,21.83333333333333,2.3000000000000003
2014-10-03,6025,Mar,Summer,Chris,Ambient,2,1,2.5,-9.428,10.45,126.341,4.132,-0.305,4.283,25.877,21.2,1.5666666666666669
2014-10-03,6026,Mar,Summer,Chris,Ambient,2,1,2.6,-23.395,10.472,170.717,4.141,-1.9,4.292,24.805,21.466666666666672,2.5
2014-10-03,6027,Mar,Summer,Chris,Ambient,2,1,2.7,-21.15,10.278,226.823,4.064,6.998,4.213,26.74975,21.766666666666666,2.3000000000000003
2014-10-03,6028,Mar,Summer,Chris,Ambient,3,2,3.0,-26.18,9.892,177.672,3.911,4.034,4.055,27.49975,21.433333333333334,4.266666666666667
2014-10-03,6029,Mar,Summer,Chris,Ambient,3,2,3.1,-35.625,9.687,165.717,3.83,-1.011,3.971,28.50125,22.16666666666667,2.266666666666667
2014-10-03,6030,Mar,Summer,Chris,Ambient,3,2,3.2,-21.888,10.161,160.835,4.018,-1.167,4.165,29.2675,22.066666666666666,3.3000000000000003
2014-10-03,6031,Mar,Summer,Chris,Ambient,3,2,3.4,-46.162,10.012,195.355,3.959,-2.608,4.104,30.0,22.23333333333333,2.4
2014-10-03,6032,Mar,Summer,Chris,Ambient,3,2,3.5,-44.89,9.998,166.139,3.953,-2.607,4.098,28.066,21.8,5.433333333333334
2014-10-03,6033,Mar,Summer,Chris,Ambient,3,2,3.6,-41.053,9.833,188.317,3.888,3.705,4.03,31.224,22.23333333333333,3.2999999999999994
2014-10-03,6034,Mar,Summer,Chris,Ambient,3,2,3.7,-45.244,9.681,141.982,3.828,1.186,3.968,29.67775,22.366666666666664,2.6333333333333333
2014-10-03,6035,Mar,Summer,Loic,Elevated,4,2,4.0,-57.948,10.371,231.168,4.101,4.321,4.251,26.791,21.7,5.0
2014-10-03,6036,Mar,Summer,Loic,Elevated,4,2,4.1,-1.797,10.695,258.055,4.229,0.312,4.384,25.645,21.5,6.433333333333334
2014-10-03,6037,Mar,Summer,Loic,Elevated,4,2,4.3,7.887,9.63,188.781,3.808,6.51,3.947,25.89275,21.6,4.6
2014-10-03,6038,Mar,Summer,Loic,Elevated,4,2,4.4,34.336,10.244,182.938,4.051,2.841,4.199,26.363000000000003,21.766666666666666,5.966666666666666
2014-10-03,6039,Mar,Summer,Loic,Elevated,4,2,4.5,-24.974,10.197,207.779,4.032,0.795,4.18,25.89275,21.7,5.7
2014-10-03,6040,Mar,Summer,Loic,Elevated,4,2,4.6,-43.595,10.701,248.244,4.231,6.726,4.386,25.478500000000004,21.566666666666666,5.5
2014-10-03,6041,Mar,Summer,Loic,Elevated,4,2,4.7,-15.542,9.594,146.182,3.793,-6.352,3.933,26.033,21.366666666666664,5.266666666666667
2014-10-03,6042,Mar,Summer,Jasmine,Elevated,5,3,5.0,-52.362,9.635,151.486,3.81,-3.367,3.949,25.238000000000003,21.066666666666666,6.966666666666666
2014-10-03,6043,Mar,Summer,Jasmine,Elevated,5,3,5.1,-49.973,9.839,173.175,3.89,3.468,4.033,25.752,21.133333333333336,6.2
2014-10-03,6044,Mar,Summer,Jasmine,Elevated,5,3,5.2,-41.987,10.087,207.083,3.988,5.235,4.135,24.955,21.166666666666668,6.633333333333333
2014-10-03,6045,Mar,Summer,Jasmine,Elevated,5,3,5.3,-35.058,10.22,165.399,4.041,4.028,4.189,24.75,21.133333333333336,6.366666666666667
2014-10-03,6046,Mar,Summer,Jasmine,Elevated,5,3,5.4,-37.921,10.233,235.879,4.046,1.249,4.195,26.2265,21.33333333333333,7.599999999999999
2014-10-03,6047,Mar,Summer,Jasmine,Elevated,5,3,5.5,-47.21,9.714,287.87,3.841,4.768,3.982,25.736,21.233333333333334,6.466666666666666
2014-10-03,6048,Mar,Summer,Jasmine,Elevated,5,3,5.6,-44.08516666666666,9.954666666666666,203.482,3.9360000000000004,2.5635,4.0805,28.61,21.17777777777778,6.705555555555556
2014-10-03,6049,Mar,Summer,Loic,Ambient,6,3,6.1,-51.827,10.123,287.512,4.003,3.101,4.149,30.41275,22.43333333333333,5.3
2014-10-03,6050,Mar,Summer,Loic,Ambient,6,3,6.2,-31.363,10.062,356.412,3.979,39.886,4.125,28.488000000000003,22.23333333333333,6.566666666666666
2014-10-03,6051,Mar,Summer,Loic,Ambient,6,3,6.3,-12.642,9.777,257.163,3.866,4.763,4.008,27.642,21.93333333333333,7.133333333333333
2014-10-03,6052,Mar,Summer,Loic,Ambient,6,3,6.4,-42.836,10.266,278.046,4.059,2.076,4.208,28.477250000000005,21.7,12.066666666666668
2014-10-03,6053,Mar,Summer,Loic,Ambient,6,3,6.5,-2.676,10.454,212.672,4.133,4.455,4.285,29.141,22.1,9.066666666666666
2014-10-03,6054,Mar,Summer,Loic,Ambient,6,3,6.6,-27.451,9.95,306.264,3.934,18.039,4.078,27.644000000000002,21.633333333333336,7.2666666666666675
2014-10-03,6055,Mar,Summer,Loic,Ambient,6,3,6.7,-42.521,9.793,253.909,3.872,9.712,4.014,31.030249999999995,22.266666666666666,6.166666666666668
2014-03-04,6170,Apr,Autumn,Jasmine,Elevated,1,1,1.0,6.966,10.403,175.375,4.113,3.23,4.264,22.691,20.666666666666668,5.933333333333334
2014-03-04,6171,Apr,Autumn,Jasmine,Elevated,1,1,1.1,6.764,9.99,174.445,3.95,0.639,4.095,23.142,20.633333333333336,7.366666666666667
2014-03-04,6172,Apr,Autumn,Jasmine,Elevated,1,1,1.2,-8.589,9.688,196.943,3.831,4.525,3.971,23.603,20.6,7.433333333333333
2014-03-04,6173,Apr,Autumn,Jasmine,Elevated,1,1,1.4,-9.886,10.306,182.658,4.075,6.771,4.225,22.728,20.566666666666666,7.533333333333332
2014-03-04,6174,Apr,Autumn,Jasmine,Elevated,1,1,1.5,-17.382,10.359,178.036,4.096,7.921,4.246,23.50125,20.566666666666666,8.1
2014-03-04,6175,Apr,Autumn,Jasmine,Elevated,1,1,1.6,-21.588,10.911,172.651,4.314,9.89,4.472,23.17925,20.566666666666666,9.166666666666666
2014-03-04,6176,Apr,Autumn,Jasmine,Elevated,1,1,1.7,-5.459,10.175,225.315,4.023,8.501,4.171,23.29025,20.566666666666666,6.900000000000001
2014-03-04,6177,Apr,Autumn,Loic,Ambient,2,1,2.0,-16.925,10.344,195.441,4.09,12.292,4.24,25.738000000000003,21.1,6.533333333333332
2014-03-04,6178,Apr,Autumn,Loic,Ambient,2,1,2.1,1.682,10.242,251.501,4.05,4.592,4.198,25.502,21.066666666666666,6.633333333333333
2014-03-04,6179,Apr,Autumn,Loic,Ambient,2,1,2.2,-14.035,9.481,149.029,3.749,6.881,3.886,24.113000000000003,21.166666666666668,7.933333333333334
2014-03-04,6180,Apr,Autumn,Loic,Ambient,2,1,2.3,-3.736,10.432,224.681,4.125,9.717,4.276,25.033,21.266666666666666,6.533333333333334
2014-03-04,6181,Apr,Autumn,Loic,Ambient,2,1,2.5,-16.595,10.489,150.188,4.147,2.015,4.299,24.77,20.966666666666665,4.733333333333333
2014-03-04,6182,Apr,Autumn,Loic,Ambient,2,1,2.6,-7.834166666666666,10.2105,208.4176666666667,4.037333333333334,8.588833333333334,4.1851666666666665,23.066,21.144444444444446,6.444444444444444
2014-03-04,6183,Apr,Autumn,Loic,Ambient,2,1,2.7,2.604,10.275,279.666,4.063,16.036,4.212,26.851,21.3,6.3
2014-03-04,6184,Apr,Autumn,Chris,Ambient,3,2,3.0,-19.208,9.954,208.34,3.936,3.75,4.08,25.611,20.866666666666667,6.0
2014-03-04,6185,Apr,Autumn,Chris,Ambient,3,2,3.1,-24.986,9.756,161.577,3.857,-1.798,3.999,26.375,21.3,4.033333333333333
2014-03-04,6186,Apr,Autumn,Chris,Ambient,3,2,3.2,-13.835,10.255,179.742,4.055,3.987,4.204,26.5,20.933333333333334,5.566666666666666
2014-03-04,6187,Apr,Autumn,Chris,Ambient,3,2,3.4,-18.773,10.129,222.992,4.005,3.579,4.152,26.50175,21.133333333333336,4.8
2014-03-04,6188,Apr,Autumn,Chris,Ambient,3,2,3.5,-10.026,10.105,196.259,3.995,3.346,4.142,24.895,20.8,7.5
2014-03-04,6189,Apr,Autumn,Chris,Ambient,3,2,3.6,-33.725,9.919,213.558,3.922,-2.388,4.066,28.579,21.03333333333333,6.0
2014-03-04,6190,Apr,Autumn,Chris,Ambient,3,2,3.7,-32.462,9.775,169.311,3.865,-2.693,4.007,26.76725,20.833333333333336,4.766666666666667
2014-03-04,6191,Apr,Autumn,Catarina,Elevated,4,2,4.0,-14.56,10.535,243.862,4.166,6.447,4.318,22.11025,20.53333333333333,6.666666666666668
2014-03-04,6192,Apr,Autumn,Catarina,Elevated,4,2,4.1,-3.248,10.801,249.946,4.271,6.987,4.427,22.70425,20.8,8.200000000000001
2014-03-04,6193,Apr,Autumn,Catarina,Elevated,4,2,4.3,-6.067,9.757,179.02,3.858,8.841,3.999,21.99925,20.466666666666665,6.433333333333334
2014-03-04,6194,Apr,Autumn,Catarina,Elevated,4,2,4.4,-11.106,10.374,171.917,4.102,-1.53,4.252,22.62425,20.7,6.166666666666668
2014-03-04,6195,Apr,Autumn,Catarina,Elevated,4,2,4.5,-18.763,10.301,236.041,4.073,15.088,4.222,22.87625,20.5,7.2666666666666675
2014-03-04,6196,Apr,Autumn,Catarina,Elevated,4,2,4.6,-19.364,10.808,240.929,4.273,7.789,4.43,22.517,20.53333333333333,7.5
2014-03-04,6197,Apr,Autumn,Catarina,Elevated,4,2,4.7,-4.025,9.724,189.683,3.845,2.804,3.986,22.01825,20.3,7.366666666666667
2014-03-04,6198,Apr,Autumn,Jasmine,Elevated,5,3,5.0,-29.756,9.622,164.22,3.805,0.964,3.944,25.64275,20.866666666666667,11.966666666666667
2014-03-04,6199,Apr,Autumn,Jasmine,Elevated,5,3,5.1,-39.243,9.876,203.62,3.905,-1.728,4.048,24.627,20.666666666666668,9.166666666666666
2014-03-04,6200,Apr,Autumn,Jasmine,Elevated,5,3,5.2,-27.855,10.09,201.437,3.99,7.284,4.136,24.853,20.466666666666665,11.666666666666664
2014-03-04,6201,Apr,Autumn,Jasmine,Elevated,5,3,5.3,-25.698,10.171,224.544,4.022,4.106,4.169,26.1915,20.766666666666666,10.1
2014-03-04,6202,Apr,Autumn,Jasmine,Elevated,5,3,5.4,-28.912,10.239,210.087,4.048,0.156,4.197,26.055,20.766666666666666,10.366666666666667
2014-03-04,6203,Apr,Autumn,Jasmine,Elevated,5,3,5.5,-42.227,9.728,266.737,3.847,0.351,3.988,25.291,20.733333333333334,10.466666666666667
2014-03-04,6204,Apr,Autumn,Jasmine,Elevated,5,3,5.6,-36.111,10.166,179.868,4.02,6.178,4.167,26.353,20.7,10.466666666666667
2014-03-04,6205,Apr,Autumn,Loic,Ambient,6,3,6.1,-34.223,10.367,243.234,4.099,7.233,4.249,23.26925,20.83333333333333,9.2
2014-03-04,6206,Apr,Autumn,Loic,Ambient,6,3,6.2,-22.534,10.236,300.849,4.047,23.64,4.196,23.37625,20.7,10.933333333333332
2014-03-04,6207,Apr,Autumn,Loic,Ambient,6,3,6.3,-42.376,9.965,232.193,3.94,-0.618,4.085,21.975,20.566666666666666,11.433333333333332
2014-03-04,6208,Apr,Autumn,Loic,Ambient,6,3,6.4,-19.132,10.486,236.935,4.146,9.385,4.298,22.15725,20.33333333333333,17.4
2014-03-04,6209,Apr,Autumn,Loic,Ambient,6,3,6.5,-27.71,10.677,256.488,4.222,10.519,4.377,22.9875,20.733333333333334,13.6
2014-03-04,6210,Apr,Autumn,Loic,Ambient,6,3,6.6,-8.807,10.11,257.768,3.998,11.756,4.144,22.863000000000003,20.5,11.8
2014-03-04,6211,Apr,Autumn,Loic,Ambient,6,3,6.7,-25.796999999999997,10.306833333333334,254.57783333333336,4.075333333333334,10.319166666666666,4.224833333333334,23.066,20.61111111111111,12.394444444444444
2014-09-05,6308,May,Autumn,Loic,Elevated,1,1,1.0,-12.414,10.462,40.122,4.137,1.013,4.289,21.016,16.9,0.3666666666666667
2014-09-05,6309,May,Autumn,Loic,Elevated,1,1,1.1,-17.992,10.08,54.082,3.986,-1.984,4.132,20.4755,16.55,0.8
2014-09-05,6310,May,Autumn,Loic,Elevated,1,1,1.2,-19.929,9.806,74.487,3.877,0.56,4.02,20.03,16.566666666666666,1.0
2014-09-05,6311,May,Autumn,Loic,Elevated,1,1,1.4,-21.558,10.403,48.139,4.113,1.83,4.264,19.97225,16.599999999999998,0.5
2014-09-05,6312,May,Autumn,Loic,Elevated,1,1,1.5,-31.361,10.496,55.932,4.15,-7.498,4.302,19.62375,16.23333333333333,1.2666666666666666
2014-09-05,6313,May,Autumn,Loic,Elevated,1,1,1.6,-25.416,11.025,70.312,4.359,5.199,4.519,20.1115,16.333333333333332,1.4
2014-09-05,6314,May,Autumn,Loic,Elevated,1,1,1.7,-25.67,10.24,53.068,4.049,-5.19,4.197,21.43925,16.26666666666667,1.0
2014-09-05,6315,May,Autumn,Jasmine,Ambient,2,1,2.0,-23.36,10.529,47.627,4.163,3.419,4.316,20.49825,15.933333333333332,1.3333333333333333
2014-09-05,6316,May,Autumn,Jasmine,Ambient,2,1,2.1,-6.263,10.408,81.284,4.115,5.008,4.266,20.74975,15.766666666666666,0.6666666666666666
2014-09-05,6317,May,Autumn,Jasmine,Ambient,2,1,2.2,-10.268,9.591,50.969,3.792,1.47,3.931,20.726,16.15,1.5
2014-09-05,6318,May,Autumn,Jasmine,Ambient,2,1,2.3,-26.162,10.6,46.018,4.191,-2.548,4.345,20.302,15.9,0.9
2014-09-05,6319,May,Autumn,Jasmine,Ambient,2,1,2.5,-30.816,10.65,34.869,4.211,-0.265,4.365,20.265,15.766666666666666,0.4666666666666666
2014-09-05,6320,May,Autumn,Jasmine,Ambient,2,1,2.6,-12.313,10.639,42.361,4.207,4.623,4.361,20.11025,16.3,1.0666666666666669
2014-09-05,6321,May,Autumn,Jasmine,Ambient,2,1,2.7,-14.63,10.501,79.868,4.152,2.707,4.305,20.37325,16.099999999999998,1.7333333333333334
2014-09-05,6322,May,Autumn,Loic,Ambient,3,2,3.0,-37.002,10.163,71.604,4.018,4.209,4.166,19.48625,15.433333333333332,1.8666666666666665
2014-09-05,6323,May,Autumn,Loic,Ambient,3,2,3.1,-88.831,34.466,56.138,3.948,-3.85,4.093,19.4745,15.433333333333335,1.4333333333333336
2014-09-05,6324,May,Autumn,Loic,Ambient,3,2,3.2,-40.874,10.515,51.248,4.158,-2.099,4.31,19.09575,15.4,2.333333333333333
2014-09-05,6325,May,Autumn,Loic,Ambient,3,2,3.4,-32.078,10.381,84.681,4.104,2.042,4.255,19.248500000000003,15.3,1.3333333333333333
2014-09-05,6326,May,Autumn,Loic,Ambient,3,2,3.5,-25.196,10.325,60.337,4.083,4.211,4.232,18.52775,15.1,3.2
2014-09-05,6327,May,Autumn,Loic,Ambient,3,2,3.6,-39.014,10.196,69.075,4.031,2.259,4.179,20.39025,15.333333333333336,2.1333333333333333
2014-09-05,6328,May,Autumn,Loic,Ambient,3,2,3.7,-40.586,10.019,46.114,3.962,-1.997,4.107,19.4375,15.533333333333333,1.6
2014-09-05,6329,May,Autumn,Loic,Elevated,4,2,4.0,-11.834,10.58,91.912,4.184,11.713,4.337,20.851,15.9,2.5
2014-09-05,6330,May,Autumn,Loic,Elevated,4,2,4.1,-32.863,10.882,108.283,4.303,0.844,4.461,20.48675,15.8,2.2
2014-09-05,6331,May,Autumn,Loic,Elevated,4,2,4.3,-24.293,9.85,65.516,3.895,8.291,4.037,19.221,15.633333333333333,1.5
2014-09-05,6332,May,Autumn,Loic,Elevated,4,2,4.4,-21.197,10.413,80.539,4.117,4.354,4.268,21.5005,15.833333333333336,2.3
2014-09-05,6333,May,Autumn,Loic,Elevated,4,2,4.5,-35.203,10.4,58.484,4.112,2.02,4.263,20.06325,15.833333333333336,2.566666666666667
2014-09-05,6334,May,Autumn,Loic,Elevated,4,2,4.6,-23.879,10.927,96.977,4.321,-1.003,4.479,19.279,15.533333333333333,2.4333333333333336
2014-09-05,6335,May,Autumn,Loic,Elevated,4,2,4.7,-15.548,9.786,79.787,3.87,3.316,4.012,20.14025,15.666666666666664,1.2666666666666666
2014-09-05,6336,May,Autumn,Jasmine,Elevated,5,3,5.0,-38.156,9.913,60.027,3.92,5.04,4.063,16.86975,14.366666666666667,4.433333333333334
2014-09-05,6337,May,Autumn,Jasmine,Elevated,5,3,5.1,-49.895,10.095,50.405,3.992,-1.036,4.138,18.17375,14.666666666666664,3.266666666666667
2014-09-05,6338,May,Autumn,Jasmine,Elevated,5,3,5.2,-60.259,10.319,50.37,4.08,-5.755,4.23,18.2635,14.733333333333334,3.0
2014-09-05,6339,May,Autumn,Jasmine,Elevated,5,3,5.3,-34.878,10.44,63.142,4.128,0.033,4.279,18.49675,14.966666666666667,3.1666666666666665
2014-09-05,6340,May,Autumn,Jasmine,Elevated,5,3,5.4,-40.255,10.546,21.035,4.17,-1.515,4.323,17.3555,14.666666666666664,3.066666666666667
2014-09-05,6341,May,Autumn,Jasmine,Elevated,5,3,5.5,-41.093,9.977,52.601,3.945,4.168,4.09,17.847250000000006,14.733333333333334,2.933333333333333
2014-09-05,6342,May,Autumn,Jasmine,Elevated,5,3,5.6,-41.034,10.471,52.876,4.14,4.597,4.292,17.62075,14.699999999999998,3.9666666666666655
2014-09-05,6343,May,Autumn,Jasmine,Ambient,6,3,6.1,-34.778,10.418,108.341,4.119,10.71,4.271,21.80325,16.466666666666665,2.3
2014-09-05,6344,May,Autumn,Jasmine,Ambient,6,3,6.2,-35.349,10.319,114.62,4.08,7.519,4.23,21.0,16.700000000000006,3.55
2014-09-05,6345,May,Autumn,Jasmine,Ambient,6,3,6.3,-44.054,9.99,84.56,3.95,3.831,4.095,21.24875,16.4,3.266666666666667
2014-09-05,6346,May,Autumn,Jasmine,Ambient,6,3,6.4,-35.734,10.536,86.551,4.166,-2.713,4.319,20.7485,15.766666666666666,5.65
2014-09-05,6347,May,Autumn,Jasmine,Ambient,6,3,6.5,-48.509,10.728,88.827,4.242,-2.83,4.398,20.48575,16.566666666666666,3.2
2014-09-05,6348,May,Autumn,Jasmine,Ambient,6,3,6.6,-18.586,10.162,92.798,4.018,4.535,4.166,21.3515,16.3,3.0
2014-09-05,6349,May,Autumn,Jasmine,Ambient,6,3,6.7,-41.004,10.104,68.791,3.995,0.054,4.142,21.64125,16.133333333333336,2.5
2014-06-17,6735,Jun,Autumn,Loic,Elevated,1,1,1.0,7.172,10.557,180.515,4.174,3.337,4.327,18.37125,14.199999999999998,1.9333333333333336
2014-06-17,6736,Jun,Autumn,Loic,Elevated,1,1,1.1,7.057,10.145,181.045,4.011,0.682,4.159,18.598,14.133333333333333,2.4333333333333336
2014-06-17,6737,Jun,Autumn,Loic,Elevated,1,1,1.2,-8.585,9.899,205.62,3.914,4.731,4.058,17.276,14.033333333333333,2.0666666666666664
2014-06-17,6738,Jun,Autumn,Loic,Elevated,1,1,1.4,-9.881,10.478,190.928,4.143,7.081,4.295,17.87125,14.366666666666667,1.6
2014-06-17,6739,Jun,Autumn,Loic,Elevated,1,1,1.5,-17.384,10.595,186.008,4.189,8.297,4.343,16.886499999999998,13.833333333333336,2.2333333333333334
2014-06-17,6740,Jun,Autumn,Loic,Elevated,1,1,1.6,-21.573,11.144,180.614,4.406,10.347,4.568,16.99475,13.833333333333336,3.233333333333333
2014-06-17,6741,Jun,Autumn,Loic,Elevated,1,1,1.7,-5.455,10.345,233.57,4.091,8.803,4.241,18.42425,13.833333333333336,2.033333333333333
2014-06-17,6742,Jun,Autumn,Chris,Ambient,2,1,2.0,-16.921,10.596,198.066,4.19,12.451,4.343,18.66,13.566666666666668,4.766666666666667
2014-06-17,6743,Jun,Autumn,Chris,Ambient,2,1,2.1,1.729,10.503,259.874,4.153,4.732,4.305,18.1065,13.566666666666668,2.533333333333333
2014-06-17,6744,Jun,Autumn,Chris,Ambient,2,1,2.2,-14.045,9.712,150.288,3.84,6.929,3.981,17.05875,13.833333333333336,6.866666666666667
2014-06-17,6745,Jun,Autumn,Chris,Ambient,2,1,2.3,-3.741,10.727,230.176,4.242,9.948,4.397,16.824,13.433333333333332,3.3666666666666667
2014-06-17,6746,Jun,Autumn,Chris,Ambient,2,1,2.5,-16.589,10.756,150.95,4.253,2.033,4.409,17.369999999999994,13.566666666666668,3.8333333333333335
2014-06-17,6747,Jun,Autumn,Chris,Ambient,2,1,2.6,-7.821166666666667,37.04,212.09783333333334,14.646,8.723,15.183,17.5965,13.633333333333333,4.0
2014-06-17,6748,Jun,Autumn,Chris,Ambient,2,1,2.7,2.64,10.583,283.233,4.185,16.245,4.338,18.10975,13.966666666666667,4.633333333333334
2014-06-17,6749,Jun,Autumn,Chris,Ambient,3,2,3.0,15.239,10.181,-30.843,4.025,0.276,4.173,18.9735,13.133333333333333,4.15
2014-06-17,6750,Jun,Autumn,Chris,Ambient,3,2,3.1,-66.385,9.926,46.043,3.925,1.0128333333333333,4.069,21.24975,13.166666666666664,4.7
2014-06-17,6751,Jun,Autumn,Chris,Ambient,3,2,3.2,-13.836,10.495,178.582,4.15,3.947,4.302,19.662,12.833333333333336,6.2666666666666675
2014-06-17,6752,Jun,Autumn,Chris,Ambient,3,2,3.4,-18.768,10.462,222.307,4.137,3.572,4.288,16.9795,13.066666666666668,5.0
2014-06-17,6753,Jun,Autumn,Chris,Ambient,3,2,3.5,-10.035,10.371,198.568,4.101,3.379,4.251,17.23375,13.033333333333333,5.966666666666666
2014-06-17,6754,Jun,Autumn,Chris,Ambient,3,2,3.6,-33.716,10.233,216.048,4.046,-2.404,4.195,19.31225,13.1,4.4
2014-06-17,6755,Jun,Autumn,Chris,Ambient,3,2,3.7,-32.452,10.011,169.445,3.958,-2.693,4.103,19.702,12.933333333333332,4.466666666666667
2014-06-17,6756,Jun,Autumn,Loic,Elevated,4,2,4.0,-14.55,10.616,249.976,4.197,6.626,4.351,19.87425,13.666666666666664,3.2999999999999994
2014-06-17,6757,Jun,Autumn,Loic,Elevated,4,2,4.1,-3.242,10.989,259.158,4.345,7.251,4.505,17.637249999999995,13.433333333333332,3.5666666666666664
2014-06-17,6758,Jun,Autumn,Loic,Elevated,4,2,4.3,-6.073,9.932,185.209,3.927,9.15,4.071,16.79625,13.333333333333336,2.0333333333333337
2014-06-17,6759,Jun,Autumn,Loic,Elevated,4,2,4.4,-11.095,10.534,175.837,4.165,-1.536,4.318,18.12075,13.466666666666667,3.0666666666666664
2014-06-17,6760,Jun,Autumn,Loic,Elevated,4,2,4.5,-18.776,10.491,243.609,4.148,15.58,4.3,17.5265,13.466666666666667,3.033333333333333
2014-06-17,6761,Jun,Autumn,Loic,Elevated,4,2,4.6,-19.36,11.061,249.168,4.374,8.064,4.534,15.74275,13.199999999999998,2.8000000000000003
2014-06-17,6762,Jun,Autumn,Loic,Elevated,4,2,4.7,-4.022,9.876,198.108,3.905,2.919,4.048,17.4715,13.5,1.6333333333333335
2014-06-17,6763,Jun,Autumn,Chris,Elevated,5,3,5.0,-29.77,9.997,170.619,3.953,1.021,4.098,14.42825,12.1,7.133333333333333
2014-06-17,6764,Jun,Autumn,Chris,Elevated,5,3,5.1,-39.234,10.211,207.277,4.038,-1.734,4.186,14.8655,12.4,6.833333333333332
